name,img_link,description,description_url,short_description,type
Radio-Television Slovenia,,"Radiotelevizija Slovenija – usually abbreviated to RTV Slovenija – is Slovenia's national public broadcasting organization.
Based in Ljubljana, it has regional broadcasting centres in Koper and Maribor and correspondents around Slovenia, Europe, and the world.",https://en.wikipedia.org/wiki/Radiotelevizija_Slovenija,Nonprofit organization,"['Organization', 'Thing', 'Corporation']"
E!,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRrWUNEZTlSabDKxxeti6o059Tr3WduK7JEkKp5UM0soMNE2PNh,"E! Entertainment Television is an American basic cable television network. It is owned by the NBCUniversal Media Group division of Comcast's NBCUniversal. The channel focuses primarily on pop culture, celebrity based reality shows and movies.
As of January 2016, E! is available to 92.4 million households in the United States.",https://en.wikipedia.org/wiki/E!,Cable network,"['Organization', 'Thing', 'Corporation']"
RTL,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSOMHOcui4K5ySbOxIc24ARqhMhPUQTAqCIjRzaSHJmSWeicSUU,"RTL, formerly RTL plus and RTL Television, is a German-language free-to-air television channel owned by RTL Deutschland, headquartered in Cologne.",https://en.wikipedia.org/wiki/RTL_(German_TV_channel),Television channel,"['Organization', 'Thing']"
NHK,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQJpi3A42AlnPYnBiL819ONqfQLTbxO33i7crwj7oXsrQLPa3ZC,"The Japan Broadcasting Corporation, also known as NHK, is a Japanese public broadcaster. NHK, which has always been known by this romanized initialism in Japanese, is a statutory corporation funded by viewers' payments of a television license fee.",https://en.wikipedia.org/wiki/NHK,Statutory corporation,"['Organization', 'Place', 'Thing', 'Corporation']"
Camera,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRt8tfYdICsDTiEkRv82AtxfmK_8zRY6Kqy7YYZyo_NQpRqXm-z,"A camera is an instrument used to capture and store images and videos, either digitally via an electronic image sensor, or chemically via a light-sensitive material such as photographic film.",https://en.wikipedia.org/wiki/Camera,,['Thing']
Room,,"Room is a 2015 drama film directed by Lenny Abrahamson and written by Emma Donoghue, based on her 2010 novel of the same name. It stars Brie Larson as a young woman who has been held captive for seven years and whose five-year-old son was born in captivity.",https://en.wikipedia.org/wiki/Room_(2015_film),2015 film,"['Movie', 'Thing']"
Yodobashi Camera,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQfufH78rYdP-BdCSHp9BXYxe6qrLFx1DCxqBQQx8qiUNxuxgZX,"Yodobashi Camera Co., Ltd. is a major Japanese retail chain specializing in electronics, PCs, cameras and photographic equipment.",https://en.wikipedia.org/wiki/Yodobashi_Camera,Retail chain company,"['Organization', 'Thing', 'Corporation']"
Instant camera,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRZ0GPyowqaN_UtCMEpuYfdlZGj3ow4ID-Hc5OrpeA-C04gkzoh,An instant camera is a camera which uses self-developing film to create a chemically developed print shortly after taking the picture.,https://en.wikipedia.org/wiki/Instant_camera,,['Thing']
Digital camera,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSXLpSUdGQ-cmEsS3sUCHrWlMI-pdtEdZ7vs0NfA5_s4rGzoSnT,"A digital camera is a camera that captures photographs in digital memory. Most cameras produced today are digital, largely replacing those that capture images on photographic film.",https://en.wikipedia.org/wiki/Digital_camera,,['Thing']
Hidden camera,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTI3kpxZ6lMwV420OhUOBjTKznLulfJ-5kejM0aTyaMmtK8jzvs,"A hidden camera or spy camera is a camera used to photograph or record subjects, often people, without their knowledge. The camera may be considered ""hidden"" because it is not visible to the subject being filmed, or is disguised as another object.",https://en.wikipedia.org/wiki/Hidden_camera,,['Thing']
Daily Camera,,"The Daily Camera is a newspaper in Boulder, Colorado, United States. It is owned by Prairie Mountain Publishing, a division of Digital First Media.",https://en.wikipedia.org/wiki/Daily_Camera,Newspaper,"['Periodical', 'Thing']"
Harry Potter and the Chamber of Secrets,,"Harry Potter and the Chamber of Secrets is a 2002 fantasy film directed by Chris Columbus from a screenplay by Steve Kloves, based on the 1998 novel of the same name by J. K. Rowling.",https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_(film),2002 film,"['Movie', 'Thing']"
Pixel Camera,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSCqmiMYp0EeCxRVP7N6D55fLytve0Lpp5cOm0WFfsNETXsJRSw,"Pixel Camera, formerly Google Camera, is a camera phone application developed by Google for the Android operating system. Development for the application began in 2011 at the Google X research incubator led by Marc Levoy, which was developing image fusion technology for Google Glass.",https://en.wikipedia.org/wiki/Pixel_Camera,,"['SoftwareApplication', 'Thing']"
Disposable camera,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR0vI75o2l8ESYEeVZGx3CrhKoWvViCuidQbBuK_WFOHFx9evAo,"A disposable or single-use camera is a simple box camera meant to be used once. Most use fixed-focus lenses. Some are equipped with an integrated flash unit, and there are even waterproof versions for underwater photography.",https://en.wikipedia.org/wiki/Disposable_camera,,['Thing']
Flash,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSj5nXAz43nTTJUvtebTcy2sKnRZ8j8bIrn-kChjpzl2RAH2zc,"A flash is a device used in photography that produces a brief burst of light at a color temperature of about 5,500 K to help illuminate a scene. A major purpose of a flash is to illuminate a dark scene. Other uses are capturing quickly moving objects or changing the quality of light. Flash refers either to the flash of light itself or to the electronic flash unit discharging the light. Most current flash units are electronic, having evolved from single-use flashbulbs and flammable powders. Modern cameras often activate flash units automatically.
Flash units are commonly built directly into a camera. Some cameras allow separate flash units to be mounted via a standardized accessory mount bracket.",https://en.wikipedia.org/wiki/Flash_(photography),,['Thing']
Video camera,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpfY552kbevtuttJ2lYGdwdhL91IKPq6_4DNyJXbr9ruAToMNi,"A video camera is an optical instrument that captures videos, as opposed to a movie camera, which records images on film. Video cameras were initially developed for the television industry but have since become widely used for a variety of other purposes.",https://en.wikipedia.org/wiki/Video_camera,,['Thing']
Thermographic camera,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHVrw9sK4HtvrpPcd2ORoQPkJdCmxYvTsFJ1sYaep7mxCMP61B,"A thermographic camera is a device that creates an image using infrared radiation, similar to a normal camera that forms an image using visible light.",https://en.wikipedia.org/wiki/Thermographic_camera,,['Thing']
Digital single-lens reflex camera,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSaWGik75uU86_ibbQ2bmJVQFufdFQljmQyscTIXRCpMjODYEl3,A digital single-lens reflex camera is a digital camera that combines the optics and the mechanisms of a single-lens reflex camera with a solid-state image sensor and digitally records the images from the sensor.,https://en.wikipedia.org/wiki/Digital_single-lens_reflex_camera,Camera format,['Thing']
Closed-circuit television camera,,"A closed-circuit television camera is a type of surveillance camera that transmits video signals to a specific set of monitors or video recording devices, rather than broadcasting the video over public airwaves.",https://en.wikipedia.org/wiki/Closed-circuit_television_camera,,['Thing']
Movie camera,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTgVKih9ie29Ta6UFnBDj9Ancocda2LkuLOpxnOL80Sl45ak64c,"A movie camera is a type of photographic camera that rapidly takes a sequence of photographs, either onto film stock or an image sensor, in order to produce a moving image to display on a screen.",https://en.wikipedia.org/wiki/Movie_camera,,['Thing']
Point-and-shoot camera,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSw0TgKE6HpypODX19itGnCshfQgTZSFGs623pUK3CXxyXi4gWx,"A point-and-shoot camera, also known as a compact camera and sometimes abbreviated to P&amp;S, is a still camera designed primarily for simple operation.",https://en.wikipedia.org/wiki/Point-and-shoot_camera,Camera format,['Thing']
Action camera,,"An action camera or action cam is a digital camera designed for recording action while being immersed in it. Action cameras are therefore typically compact, rugged, and waterproof at the surface level.",https://en.wikipedia.org/wiki/Action_camera,,['Thing']
IP camera,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTV5pA-yP15SVGbxOVKF1-JLkafQEM8eXPIheaY8eKW_Ft3nU-u,"An Internet Protocol camera, or IP camera, is a type of digital video camera that receives control data and sends image data via an IP network.",https://en.wikipedia.org/wiki/IP_camera,,['Thing']
Single-lens reflex camera,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTnuACa8cDjce5eWmFizSE02rznmbjLQffs09e3jr_dTVzijzzY,A single-lens reflex camera is a camera that typically uses a mirror and prism system that permits the photographer to view through the lens and see exactly what will be captured.,https://en.wikipedia.org/wiki/Single-lens_reflex_camera,Camera format,['Thing']
Printer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS-LTQdRyDDl4ltkoft2mJHFUrTScGp7gwJmXN1ZwegLh0F9msq,"In the field of computing, a printer is considered a peripheral device that serves the purpose of creating a permanent representation of text or graphics, usually on paper.",https://en.wikipedia.org/wiki/Printer_(computing),Computer peripheral class,['Thing']
Label printer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBl8UBNyj55GSz95To5DXzoXo2IAUcGknAtzMdrjsKDrfYiBZG,A label printer is a computer printer that prints on self-adhesive label material and/or card-stock. A label printer with built-in keyboard and display for stand-alone use is often called a label maker.,https://en.wikipedia.org/wiki/Label_printer,,['Thing']
Multi-function printer,,"An MFP, multi-functional, all-in-one, or multi-function device, is an office machine which incorporates the functionality of multiple devices in one, so as to have a smaller footprint in a home or small business setting, or to provide centralized document management/distribution/production in a large-office setting.",https://en.wikipedia.org/wiki/Multi-function_printer,,['Thing']
3D printing filament,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTymSK_yFE8sEBzaq7Tj_0WuNyvsEqqskKn0-g8HLYI9Ok_t3Ic,3D printing filament is the thermoplastic feedstock for fused deposition modeling 3D printers. There are many types of filament available with different properties.,https://en.wikipedia.org/wiki/3D_printing_filament,,['Thing']
Thermal printing,,"Thermal printing is a digital printing process which produces a printed image by passing paper with a thermochromic coating, commonly known as thermal paper, over a print head consisting of tiny electrically heated elements.",https://en.wikipedia.org/wiki/Thermal_printing,,['Thing']
Printer driver,,"In computers, a printer driver or a print processor is a piece of software on a computer that converts the data to be printed to a format that a printer can understand.",https://en.wikipedia.org/wiki/Printer_driver,,['Thing']
Printer-friendly,,"Printer-friendly is a term used on the Internet to describe a version of a web page formatted for printing. Normally, web pages include information and navigation content that is only useful while browsing the website.",https://en.wikipedia.org/wiki/Printer-friendly,,['Thing']
Dot matrix printing,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRv7ikDHDjzvsq4klNo_YVcIYpKX_hGEeeXumbb-DmC7RPQSZmU,"Dot matrix printing, sometimes called impact matrix printing, is a computer printing process in which ink is applied to a surface using a relatively low-resolution dot matrix for layout.",https://en.wikipedia.org/wiki/Dot_matrix_printing,,['Thing']
Barcode printer,,"A barcode printer is a computer peripheral for printing barcode labels or tags that can be attached to, or printed directly on, physical objects.",https://en.wikipedia.org/wiki/Barcode_printer,,['Thing']
Parallel port,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQIrnxaUwAupR3ZaLJZthGCc-HK3_5P8KMhakXH0sPFDyJGhx6h,"In computing, a parallel port is a type of interface found on early computers for connecting peripherals. The name refers to the way the data is sent; parallel ports send multiple bits of data at once, as opposed to serial communication, in which bits are sent one at a time.",https://en.wikipedia.org/wiki/Parallel_port,,['Thing']
Headphones,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQtGtFbqF6MczV09rJLshbu_30VBK6gXXVG8RZVWr3_urAMU32g,"Headphones are a pair of small loudspeaker drivers worn on or around the head over a user's ears. They are electroacoustic transducers, which convert an electrical signal to a corresponding sound.",https://en.wikipedia.org/wiki/Headphones,,['Thing']
Apple headphones,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUd3LS-cXTpYQ2Gr0EaZ02AYh7gfwWhbU0fSBnDekx3mRjI3af,"Apple Inc. has produced and sold headphones since 2001, available for standalone purchase and bundled with iPhone and iPod products. Apple's current product line consists of EarPods, AirPods and AirPods Pro, and AirPods Max.",https://en.wikipedia.org/wiki/Apple_headphones,Wireless headphones,"['ProductModel', 'Thing']"
List of Bose headphones,,"Bose has sold aviation headsets since 1989 and consumer headphones since 2000. The current range of headphones/headsets consists of over-ear, in-ear, aviation and military models.",https://en.wikipedia.org/wiki/List_of_Bose_headphones,,"['ProductModel', 'Thing']"
Noise-cancelling headphones,,"Noise-cancelling headphones are a special type of headphones which suppress unwanted ambient sounds using active noise control. This is distinct from passive headphones which, if they reduce ambient sounds at all, use techniques such as soundproofing.
Noise cancellation makes it possible to listen to audio content without raising the volume excessively.",https://en.wikipedia.org/wiki/Noise-cancelling_headphones,,['Thing']
Meze Audio,,"Meze Audio is a high-end audio company based in Baia Mare, Romania. Its product range consists of audiophile headphones and earphones.
Meze Headphones was founded by industrial designer Antonio Meze in 2011, in Baia Mare, Romania. Meze Headphones later changed its name to Meze Audio.",https://en.wikipedia.org/wiki/Meze_Audio,Company,"['Corporation', 'Thing', 'Organization']"
Headphones,,"Headphones was an American indie rock-synth band with members David Bazan of Pedro the Lion, Frank Lenz of Starflyer 59, and T. W. Walsh. Nicholas Peterson toured as Headphones' drummer.",https://en.wikipedia.org/wiki/Headphones_(band),Rock band,"['MusicGroup', 'Thing']"
Loudspeaker,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR-LSxW1PISfvNHm2WLjAULxWxXgjUMzEYUfmPVzSi3Rs4QtV_9,"A loudspeaker is an electroacoustic transducer that converts an electrical audio signal into a corresponding sound. A speaker system, also often simply referred to as a speaker or loudspeaker, comprises one or more such speaker drivers, an enclosure, and electrical connections possibly including a crossover network.",https://en.wikipedia.org/wiki/Loudspeaker,,['Thing']
Orator,,"An orator, or oratist, is a public speaker, especially one who is eloquent or skilled.",https://en.wikipedia.org/wiki/Orator,,['Thing']
Speaker,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS31YQ5Q9bfwFTc6br41WyIGQ0RekY_ZxLm7Y9tG6o7cMvNBXx6,"The speaker of a deliberative assembly, especially a legislative body, is its presiding officer, or the chair. The title was first used in 1377 in England.",https://en.wikipedia.org/wiki/Speaker_(politics),Job title,['Thing']
Oprah Winfrey,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSdP2zSPwzNMq4WSg-CbpfYGAZ76Zkj0Dypel5l419nLfoCC5Ue,"Oprah Gail Winfrey, also known mononymously as Oprah, is an American talk show host, television producer, actress, author, and media proprietor.",https://en.wikipedia.org/wiki/Oprah_Winfrey,American host and television producer,"['Person', 'Thing']"
Speakerphone,,A speakerphone is a telephone with a microphone and loudspeaker provided separately from those in the handset. This device allows multiple persons to participate in a conversation.,https://en.wikipedia.org/wiki/Speakerphone,,['Thing']
Speaker of the United States House of Representatives,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSS85aya0qD_Ab6Njx_Maj2EjsnXCwIRA9E8CA8p-1HHz-YE0vQ,"The speaker of the United States House of Representatives, commonly known as the speaker of the House, is the presiding officer of the United States House of Representatives. The office was established in 1789 by Article I, Section II, of the U.S. Constitution.",https://en.wikipedia.org/wiki/Speaker_of_the_United_States_House_of_Representatives,,['Thing']
Nancy Pelosi,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQKPjtddU9dV3rUozVnJABL6u3bc3NCtcCCMdk7ME2qcqVoTEZd,"Nancy Patricia Pelosi is an American politician who served as the 52nd speaker of the United States House of Representatives from 2007 to 2011 and again from 2019 to 2023. A member of the Democratic Party, she was the first woman elected as U.S.",https://en.wikipedia.org/wiki/Nancy_Pelosi,Former Speaker of the United States House of Representatives,"['Person', 'Thing']"
How to win friends and influence people. How to stop worrying and start living,,"How to Win Friends and Influence People is a 1936 self-help book written by Dale Carnegie. Over 30 million copies have been sold worldwide, making it one of the best-selling books of all time.",https://en.wikipedia.org/wiki/How_to_Win_Friends_and_Influence_People,Book by Dale Carnegie,"['Thing', 'Book']"
Wireless speaker,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS9ijvFHCnzuNmr0a1QG5XFxLRSbzMziz8wxDpdB0mpRB7cCLQz,"Wireless speakers are loudspeakers that receive audio signals using radio frequency waves rather than over audio cables. The two most popular RF frequencies that support audio transmission to wireless loudspeakers include a variation of WiFi IEEE 802.11, while others depend on Bluetooth to transmit audio data to the receiving speaker.",https://en.wikipedia.org/wiki/Wireless_speaker,,['Thing']
Speaker wire,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSrQQgV1dm1sOlCXfWyghbn9YO1lDyHcZWRc9P2El9k-waHXBgR,"Speaker wire is used to make the electrical connection between loudspeakers and audio amplifiers. Modern speaker wire consists of two or more electrical conductors individually insulated by plastic or, less commonly, rubber.",https://en.wikipedia.org/wiki/Speaker_wire,,['Thing']
Computer speakers,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRu-kXG6VCD5a4aJplHiMbGVh6Kp48J-7DdP2bUhTlFiXSoxmdg,"Computer speakers, or multimedia speakers, are speakers sold for use with computers, although usually capable of other audio uses, e.g. for an MP3 player.",https://en.wikipedia.org/wiki/Computer_speakers,,['Thing']
Smart speaker,,"A smart speaker is a type of loudspeaker and voice command device with an integrated virtual assistant that offers interactive actions and hands-free activation with the help of one ""hot word"".",https://en.wikipedia.org/wiki/Smart_speaker,,['Thing']
Motivational speaker,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTquuI0ngmyrUb35xThz4d21LegCXLSEs97dn_Lakh2KLh-To9U,A motivational speaker is a speaker who makes speeches intended to motivate or inspire an audience. Such speakers may attempt to challenge or transform their audiences. The speech itself is popularly known as a pep talk.,https://en.wikipedia.org/wiki/Motivational_speaker,,['Thing']
Bookshelf speaker,,"A bookshelf loudspeaker is a compact loudspeaker, generally sold for consumer-grade home audio applications as part of a shelf stereo pair or home theater package, that is compact in size and intended to be placed on a raised surface, e.g. a bookshelf.",https://en.wikipedia.org/wiki/Bookshelf_speaker,,['Thing']
Speaker of the Lok Sabha,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR6iLtsmEHzW-5rS8kO3Cc0HH4Q8Y-C_aDfG-TSr0dhtzspsaR5,"The speaker of the Lok Sabha is the presiding officer and the highest authority of the Lok Sabha, the lower house of the Parliament of India. The speaker is elected generally in the first meeting of the Lok Sabha following general elections. Serving for a term of five years, the speaker is chosen from sitting members of the Lok Sabha.",https://en.wikipedia.org/wiki/Speaker_of_the_Lok_Sabha,,['Thing']
Speakerboxxx/The Love Below,,"Speakerboxxx/The Love Below is the fifth studio album by the American hip hop duo Outkast, released on September 23, 2003 by Arista Records.",https://en.wikipedia.org/wiki/Speakerboxxx/The_Love_Below,Studio album by OutKast,"['Thing', 'MusicAlbum']"
Powered speakers,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSV1W9Y9ueoIZZqcZuCEXqdcBG4a5eIFDC2eKJVQl5sOPZTPdZk,"Powered speakers, also known as self-powered speakers and active speakers, are loudspeakers that have built-in amplifiers. Powered speakers are used in a range of settings, including in sound reinforcement systems, both for the main speakers facing the audience and the monitor speakers facing the performers; by DJs performing at dance events and raves; in private homes as part of hi-fi or home cinema audio systems and as computer speakers.",https://en.wikipedia.org/wiki/Powered_speakers,,['Thing']
Mid-range speaker,,"A mid-range speaker is a loudspeaker driver that reproduces sound in the frequency range from 250 to 2000 Hz.
Mid-range drivers are usually cone types or, less commonly, dome types, or compression horn drivers.",https://en.wikipedia.org/wiki/Mid-range_speaker,,['Thing']
Persians,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRaSe_pqBLcKtGsBaMCVS11lowF5RY8s2jpttiRkHN3Pjh6PG1I,The Persians are an Iranian ethnic group who comprise over half of the population of Iran. They share a common cultural system and are native speakers of the Persian language as well as of the languages that are closely related to Persian.,https://en.wikipedia.org/wiki/Persians,Ethnic group,['Thing']
Announcer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSvrfgQZwvvypDPhckT1p5EkNxjPNX5a1UO-MFCDVX8psM2DPDJ,An announcer is a voice artist who relays information to the audience of a broadcast media programme or live event.,https://en.wikipedia.org/wiki/Announcer,Career,['Thing']
Electric battery,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSyB3s2eR_5L0wm_Ysje-d99527KGpxY67qo5jf7SFQqq8DxQ2S,An electric battery is a source of electric power consisting of one or more electrochemical cells with external connections for powering electrical devices.,https://en.wikipedia.org/wiki/Electric_battery,,['Thing']
The Battery,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRuN-4uVww8rZ_qch4qVAEUp2HY6rOWctGiljTC_BRnGpFFTZlm,"The Battery, formerly known as Battery Park, is a 25-acre public park located at the southern tip of Manhattan Island in New York City facing New York Harbor.",https://en.wikipedia.org/wiki/The_Battery_(Manhattan),Park in New York,"['Place', 'Thing', 'TouristAttraction']"
Automotive battery,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRja2A3A8IwWUw--JZWG2HBM3a8cM3bOStTLkWbQo9j5bQxZjOI,"An automotive battery, or car battery, is a rechargeable battery that is used to start a motor vehicle. Its main purpose is to provide an electric current to the electric-powered starting motor, which in turn starts the chemically-powered internal combustion engine that actually propels the vehicle.",https://en.wikipedia.org/wiki/Automotive_battery,,['Thing']
Rechargeable battery,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTjBHCyzvP3rHzXjpBAom_KZ3dMrW-CZhK3d99M7y2PdxoZr4b6,"A rechargeable battery, storage battery, or secondary cell, is a type of electrical battery which can be charged, discharged into a load, and recharged many times, as opposed to a disposable or primary battery, which is supplied fully charged and discarded after use.",https://en.wikipedia.org/wiki/Rechargeable_battery,,['Thing']
Battery charger,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRh_ms8r3CoOoKG_rWZya7CbfPLQ-XcUqO8j8OjYlX2y6mBtzzE,"A battery charger, recharger, or simply charger, is a device that stores energy in a battery by running an electric current through it. The charging protocol depends on the size and type of the battery being charged.",https://en.wikipedia.org/wiki/Battery_charger,,['Thing']
AA battery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6dwO76ZwofQUEQoa-4jRPtT5qqas2DHrgsV3JcaceVtWMM0xe,"The AA battery is a standard size single cell cylindrical dry battery. The IEC 60086 system calls the size R6, and ANSI C18 calls it 15. It is named UM-3 by JIS of Japan.",https://en.wikipedia.org/wiki/AA_battery,,['Thing']
AAA battery,,The AAA battery is a standard size of dry cell battery. One or more AAA batteries are commonly used in low-drain portable electronic devices.,https://en.wikipedia.org/wiki/AAA_battery,,['Thing']
Artillery battery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgg0HrJ-S2pMxhHMgz_nLzhovuueEXfhYSBlhX_aL54nLdkT3E,"In military organizations, an artillery battery is a unit or multiple systems of artillery, mortar systems, rocket artillery, multiple rocket launchers, surface-to-surface missiles, ballistic missiles, cruise missiles, etc., so grouped to facilitate better battlefield communication and command and control, as well as to provide dispersion for its constituent gunnery crews and their systems.",https://en.wikipedia.org/wiki/Artillery_battery,Military unit size designation,['Thing']
Domestic violence,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRO9hjCF3XJIgDI_rT0zz_4lNraldXnznLd1ynOGid9MN8M3Ll_,"Domestic violence is violence or other abuse that occurs in a domestic setting, such as in a marriage or cohabitation. Domestic violence is often used as a synonym for intimate partner violence, which is committed by one of the people in an intimate relationship against the other person, and can take place in relationships or between former spouses or partners.",https://en.wikipedia.org/wiki/Domestic_violence,,['Thing']
Nine-volt battery,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRnAkNiZEbgFS31zm0sXGDvzRDqX9wnakDTZVXanH18MumpAGVc,"The nine-volt battery, or 9-volt battery, is an electric battery that supplies a nominal voltage of 9 volts. Actual voltage measures 7.2 to 9.6 volts, depending on battery chemistry.",https://en.wikipedia.org/wiki/Nine-volt_battery,,['Thing']
C battery,,"The C battery is a standard size of dry cell battery typically used in medium-drain applications such as toys, flashlights, and musical instruments.
As of 2007, C batteries accounted for 4% of alkaline primary battery sales in the United States.",https://en.wikipedia.org/wiki/C_battery,,['Thing']
Battery,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSHikpNSkuPT_-5D-h0uQx7linjVWdOEj2TutbVXDXOn0_-OdAJ,"Battery is a brand of energy drinks produced by the Finnish brewery Sinebrychoff. Their stimulating effects are based on coffee and guarana extracts as well as taurine.
Sinebrychoff is part of the international brewery group Carlsberg.",https://en.wikipedia.org/wiki/Battery_(drink),Drink,['Thing']
Vacuum tube battery,,"In the early days of electronics, vacuum tube devices were powered by batteries. Each battery had a different designation depending on which tube element it was associated with.
Initially, the only such device was a diode with only a filament and a plate.",https://en.wikipedia.org/wiki/Vacuum_tube_battery,,['Thing']
Lithium iron phosphate battery,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQNIqLRZtBqCFC6c853c4GJQHzIUkShd0Flvd0jiHz9NZAqh4I9,"The lithium iron phosphate battery or LFP battery is a type of lithium-ion battery using lithium iron phosphate as the cathode material, and a graphitic carbon electrode with a metallic backing as the anode.",https://en.wikipedia.org/wiki/Lithium_iron_phosphate_battery,,['Thing']
D battery,,A D battery is a standardized size of a dry cell. A D cell is cylindrical with an electrical contact at each end; the positive end has a nub or bump.,https://en.wikipedia.org/wiki/D_battery,,['Thing']
Armed Services Vocational Aptitude Battery,,"The Armed Services Vocational Aptitude Battery is a multiple choice test, administered by the United States Military Entrance Processing Command, used to determine qualification for enlistment in the United States Armed Forces.",https://en.wikipedia.org/wiki/Armed_Services_Vocational_Aptitude_Battery,,['Thing']
AAAA battery,,The AAAA battery is 42.5 mm long and 8.3 mm in diameter. The alkaline cell weighs around 6.5 g and produces 1.5 V. This size battery is also classified as R8D425 and 25.,https://en.wikipedia.org/wiki/AAAA_battery,,['Thing']
Button cell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRu7ieOiR8AwOeCEhKuzZHhVqUKHd0_ARjEXjc7oQir1RclZdEG,"A button cell, watch battery, or coin battery is a small single-cell battery shaped as a squat cylinder typically 5 to 25 mm in diameter and 1 to 6 mm high – resembling a button.",https://en.wikipedia.org/wiki/Button_cell,,['Thing']
18650 battery,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTTO4EgqD3HJkVrwclxwnFAcfjFVmIAtrdPH8-3GJPiNfzIA1hj,"An 18650 battery or 1865 cell is a cylindrical lithium-ion battery common in electronic devices. The batteries measure 18 mm in diameter by 65 mm in length, giving them the name 18650. The battery is 3.7 volts.",https://en.wikipedia.org/wiki/18650_battery,,['Thing']
Nickel–metal hydride battery,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTh3jOXJ1I1kwN2PhyFn2_ZtTDE3P2m4Z6NdE23FLnJjckk5iHA,"A nickel–metal hydride battery is a type of rechargeable battery. The chemical reaction at the positive electrode is similar to that of the nickel-cadmium cell, with both using nickel oxide hydroxide.",https://en.wikipedia.org/wiki/Nickel%E2%80%93metal_hydride_battery,,['Thing']
Spark plug,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRN66c-sprw1C0wPIfjSu5XAS30UmRpYaEbLgxpGIQMPZcMcgGp,A spark plug is an electrical device used in an internal combustion engine to produce a spark which ignites the air-fuel mixture in the combustion chamber.,https://en.wikipedia.org/wiki/Spark_plug,,['Thing']
